"Artist and Title","Wks","T10","Pk","(x?)","PkStreams","Total"
"GIMS - Nos valeurs","1","","134","","249,332","249,332"
"4Keus - Meeting","1","","130","","249,295","249,295"
"Jul - C'est rien","3","","140","","96,414","248,849"
"GIMS - Cadeaux - Pilule Bleue","4","","73","","85,928","248,846"
"Columbine - Brûler","1","","186","","248,732","248,732"
"Bad Bunny - Callaita","1","","194","","248,574","248,574"
"Naps - Drive","1","","119","","248,556","248,556"
"Lizzo - Rumors","1","","187","","248,430","248,430"
"Sadek - Dadinho","1","","189","","247,928","247,928"
"MHD - Aleo","1","","177","","247,881","247,881"
"Bigflo & Oli - Rendez-vous là-haut","1","","192","","247,854","247,854"
"Bigflo & Oli - Il est où ton frère ?","1","","193","","247,602","247,602"
"Drake - Jaded","1","","160","","245,880","245,880"
"Drake - Finesse","1","","161","","245,807","245,807"
"Landy - Assa baing","1","","187","","245,758","245,758"
"Gringe - Karma","1","","181","","245,710","245,710"
"BOY - We Were Here","5","","132","","54,091","245,490"
"Eminem - Em Calls Paul - Skit","1","","136","","245,356","245,356"
"YL - Métaux","1","","137","","245,117","245,117"
"DA Uzi - Bonne journée","1","","180","","245,065","245,065"
"Vald - MacDo","1","","158","","245,034","245,034"
"Naps - Non non","1","","122","","244,778","244,778"
"Kalash Criminel - Avant que j'parte","1","","197","","244,683","244,683"
"Jul - Ils sont jaloux","5","","159","","54,245","244,660"
"Moha La Squale - Déçu","1","","125","","244,455","244,455"
"Alonzo - La guerre","2","","73","","150,248","244,265"
"Sadek - Tetriste","1","","194","","244,122","244,122"
"GIMS - 60%","1","","138","","244,113","244,113"
"Lil Wayne - Let It Fly","1","","196","","243,964","243,964"
"Rohff - J'ai passé l'âge","1","","185","","243,416","243,416"
"Sofiane - Dis-leur","1","","92","","243,170","243,170"
"GIMS - Bonita","1","","139","","243,055","243,055"
"Jul - Gilera","1","","182","","242,923","242,923"
"Naps - Parle pas de nous","1","","123","","242,900","242,900"
"4Keus - Square","1","","197","","242,680","242,680"
"Carly Rae Jepsen - Emotion","4","","100","","68,660","242,627"
"Kaaris - C'est la base","4","","87","","83,592","242,505"
"La Fouine - Sans ta voix","3","","113","","91,575","242,249"
"Josman - XS","1","","162","","242,153","242,153"
"Eddy de Pretto - Grave","1","","178","","242,064","242,064"
"GIMS - Number One - Pilule Bleue","4","","78","","82,990","241,707"
"GIMS - Oulala","1","","143","","241,661","241,661"
"Booba - OKLM","5","","32","","71,802","241,265"
"Juice WRLD - Fast","1","","195","","241,264","241,264"
"Vald - Sombre soirée","1","","163","","241,256","241,256"
"Eminem - Nice Guy","1","","140","","241,095","241,095"
"Sadek - Bender","1","","102","","240,786","240,786"
"Dosseh - Paris en août","1","","153","","240,767","240,767"
"Travis Scott - HOUSTONFORNICATION","1","","140","","240,699","240,699"
"Moha La Squale - On n'est pas les mêmes","1","","127","","240,383","240,383"
"Dua Lipa - Swan Song (From the Motion Picture ""Alita: Battle Angel"")","1","","186","","240,173","240,173"
"Sadek - Stahraf","1","","198","","240,061","240,061"
"DA Uzi - Revanche","1","","187","","240,051","240,051"
"Jul - Je peux pas","8","","168","","38,649","239,998"
"Travis Scott - WHO? WHAT!","1","","141","","239,973","239,973"
"Justin Bieber - The Feeling","3","","92","","94,574","239,776"
"Dosseh - Le coup du patron","7","","53","","64,188","239,590"
"Caballero & JeanJass - ALZ","1","","130","","239,025","239,025"
"Muse - Psycho","8","","103","","59,688","238,963"
"YL - Yamine","1","","144","","238,768","238,768"
"Johnny Hallyday - Back in LA","1","","197","","238,755","238,755"
"Rohff - Aime moi à l'imparfait","1","","190","","238,728","238,728"
"The White Stripes - Seven Nation Army","2","","144","","233,480","238,722"
"Bazzi - Beautiful","1","","175","","238,637","238,637"
"disiz - Hiroshima","1","","132","","238,499","238,499"
"Niska - Mauvais payeur","3","","138","","88,066","238,121"
"Jessie J - Personal","9","","120","","30,251","237,873"
"Booba - D.U.C","6","","72","","58,541","237,735"
"Matoma - Old Thing Back","7","","100","","52,743","237,649"
"PNL - PNL","3","","187","","83,395","237,639"
"Queen - We Are The Champions - Remastered 2011","1","","143","","237,273","237,273"
"Columbine - Puzzle","1","","200","","237,071","237,071"
"DA Uzi - Mal aimé","1","","188","","237,007","237,007"
"Sirius - Champignon","1","","169","","236,679","236,679"
"Eric Elmosnino - Je vais t'aimer","8","","139","","32,735","236,656"
"Drake - Not You Too","1","","194","","236,116","236,116"
"Kanye West - Father Stretch My Hands Pt. 1","3","","126","","88,005","235,702"
"Rim'K - 911","1","","186","","235,324","235,324"
"GIMS - Tu me l'avais promis","1","","147","","235,005","235,005"
"Elvis Presley - Blue Christmas","3","","106","","114,263","234,687"
"KIDS SEE GHOSTS - Reborn","1","","124","","234,104","234,104"
"Naps - Coché","1","","132","","233,885","233,885"
"Nekfeu - Pars avec moi","2","","67","","154,014","233,522"
"Miley Cyrus - Mother's Daughter","1","","190","","233,499","233,499"
"Beck - Dreams","7","","85","","61,245","233,306"
"Sadek - Les Gants","1","","108","","233,273","233,273"
"Sadek - La Rue c'est paro","1","","109","","233,038","233,038"
"Lartiste - Polygame","11","","159","","36,935","232,921"
"Ninho - Monotonie","2","","112","","135,883","232,679"
"Gradur - Militarizé","4","","39","","105,620","232,532"
"Rim'K - Bonhomme de neige","1","","192","","231,706","231,706"
"Niro - Rasta Rocket","2","","170","","123,098","231,681"
"Black M - C'est tout moi","11","","149","","35,740","231,671"
"Johnny Hallyday - Marie - Master Mix","1","","152","","231,602","231,602"
"Kanye West - No Mistakes","1","","140","","231,545","231,545"
"Makassy - Doucement - Makassy Sensual Mix 2015","5","","148","","51,973","231,377"
"YL - Ahmed Othman","1","","150","","231,254","231,254"
"Naps - Mauvais garçon","1","","134","","230,893","230,893"
"4Keus - On dit quoi ?","1","","144","","230,877","230,877"
"Lilly Wood and The Prick - Prayer In C","3","","20","","109,334","230,834"
"Alonzo - Fais le job","2","","77","","142,458","230,765"
"Moha La Squale - René Croco","1","","136","","230,717","230,717"
"GIMS - Corazón","1","","154","","230,662","230,662"
"Booba - Habibi","2","","71","","146,568","230,311"
"Naza - Ça va","1","","129","","230,187","230,187"
"Naps - Le fixe","1","","136","","230,174","230,174"
"Demi Lovato - Confident","4","","113","","62,837","229,893"
"Rim'K - X-Men","1","","197","","229,634","229,634"
"GLK - Bang","1","","195","","229,575","229,575"
"Hayce Lemsi - Savastano","1","","143","","229,462","229,462"
"Daft Punk - Fragments of Time","5","","19","","86,276","229,348"
"Eminem - Tragic Endings","1","","129","","229,320","229,320"
"Carlos Vives - La Bicicleta","3","","185","","77,580","229,157"
"YL - Mon barrio","1","","151","","229,155","229,155"
"Hayce Lemsi - 6452","1","","144","","228,954","228,954"
"XXXTENTACION - Pain = BESTFRIEND","1","","146","","228,279","228,279"
"LISTENBEE - Save Me","3","","171","","78,681","228,271"
"Alessia Cara - How Far I'll Go","2","","173","","115,293","227,827"
"Drake - That’s How You Feel","1","","174","","227,811","227,811"
"Post Malone - Rich & Sad","1","","145","","227,510","227,510"
"Wisin - Escápate Conmigo","2","","191","","115,479","227,462"
"Kanye West - Only One","6","","110","","42,768","227,257"
"Kurt Vile - Pretty Pimpin","5","","160","","49,560","226,713"
"Kalash Criminel - Famas","2","","98","","141,689","226,688"
"DA Uzi - Hier","1","","194","","226,331","226,331"
"DMX - X Gon' Give It To Ya","3","","129","","80,733","225,153"
"Lacrim - Carte de la vieillesse","6","","94","","64,376","224,985"
"Migos - BBO (Bad Bitches Only)","1","","127","","224,722","224,722"
"Naza - À midi","1","","139","","224,533","224,533"
"Lonely The Brave - Backroads (Redux)","9","","187","","77,086","224,355"
"Christine and the Queens - iT","7","","133","","37,929","224,332"
"Dosseh - 45 atmo","1","","164","","224,211","224,211"
"Naps - Poto","1","","141","","224,101","224,101"
"Khalid - The Ways","1","","135","","223,940","223,940"
"Caballero & JeanJass - Dégueulasse","1","","147","","223,892","223,892"
"Moha La Squale - J'étais pas prêt","1","","142","","223,699","223,699"
"GIMS - Chien de la casse","1","","162","","223,494","223,494"
"Kofs - Caractère","1","","199","","223,479","223,479"
"Lefa - CDM","1","","142","","223,453","223,453"
"PRIME - TOUT DONNER","1","","199","","223,027","223,027"
"4Keus - La rue la vraie","1","","152","","222,680","222,680"
"Ed Sheeran - The A Team","9","","126","","28,920","222,266"
"Justin Bieber - Company","3","","107","","84,262","222,172"
"Pharrell Williams - Gust of Wind","3","","11","","98,728","222,013"
"Niro - La folie","1","","151","","221,684","221,684"
"Djadja & Dinaz - Mal","1","","164","","221,653","221,653"
"France Gall - Evidemment - Remasterisé","1","","130","","221,270","221,270"
"ILOVEMAKONNEN - Tuesday","8","","115","","30,718","221,103"
"Alonzo - Madame Alonzo","2","","87","","131,564","220,346"
"Ninho - La Roma","2","","119","","132,780","220,249"
"Naps - Abandonne","1","","146","","220,030","220,030"
"Rémy - Ne me quitte pas","1","","165","","220,020","220,020"
"Kaaris - Courez","1","","127","","219,970","219,970"
"Josman - TIM€","1","","186","","219,631","219,631"
"13 Block - Calibre","1","","147","","219,370","219,370"
"Queen - Somebody To Love - Remastered 2011","1","","200","","219,336","219,336"
"Gradur - Donne-moi ta main","2","","51","","146,344","219,209"
"PLK - A A A","1","","153","","219,093","219,093"
"Hooss - Money","1","","138","","219,009","219,009"
"Niska - Réseaux - Remix","1","","153","","218,693","218,693"
"Vald - Possédé - Remix","1","","189","","218,445","218,445"
"Aya Nakamura - Cadeau","1","","161","","218,303","218,303"
"Drake - Ratchet Happy Birthday","1","","183","","218,234","218,234"
"Sofiane - Parti de rien","1","","102","","218,190","218,190"
"Jok'air - Jok'Rambo","1","","144","","218,065","218,065"
"Shay - Biche","2","","108","","126,297","217,879"
"Niila - Restless Heart","3","","189","","72,912","216,726"
"Hooss - Darwa","1","","141","","216,689","216,689"
"Kendrick Lamar - FEAR.","1","","95","","216,545","216,545"
"Jul - Y'a plus de doute","1","","110","","216,484","216,484"
"Moha La Squale - Pour les jaja","1","","145","","216,452","216,452"
"CAZZETTE - Blind Heart","8","","121","","29,838","215,668"
"Adam Lambert - Ghost Town","5","","179","","45,280","215,572"
"Johnny Hallyday - Gabrielle","1","","154","","215,478","215,478"
"Rohff - Détrôné","1","","142","","215,441","215,441"
"Booba - U2K","2","","80","","138,259","215,390"
"Zola - Bernard Tapie","1","","151","","215,223","215,223"
"Nekfeu - La ballade du Frémont","2","","79","","138,569","215,217"
"GIMS - Mon coeur meurtri","1","","170","","215,157","215,157"
"Kendrick Lamar - Black Panther","1","","148","","214,967","214,967"
"One Direction - Love You Goodbye","3","","84","","99,808","214,919"
"David Bowie - Life On Mars? - 1999 Remastered Version","2","","66","","138,567","214,715"
"Justin Bieber - Mark My Words","3","","105","","86,344","214,535"
"Seezy - Interlude (Seezy – NQNT33)","1","","196","","214,438","214,438"
"Djadja & Dinaz - J'veux plus","1","","175","","214,031","214,031"
"PLK - Pas besoin","1","","156","","213,844","213,844"
"Jul - Comment te dire","1","","113","","213,647","213,647"
"Eminem - Nowhere Fast","1","","143","","213,536","213,536"
"Vald - Kamasutra","1","","197","","213,516","213,516"
"Josman - Un Zder, Un Thé","1","","198","","213,453","213,453"
"S.Pri Noir - Finesse","1","","133","","213,334","213,334"
"S-Crew - Fausse note","2","","85","","135,093","213,315"
"Gucci Mane - Wake Up in the Sky","1","","199","","213,307","213,307"
"13 Block - Balayer","1","","200","","213,110","213,110"
"ZAYN - Let Me","1","","153","","213,083","213,083"
"MMZ - Off","1","","133","","212,814","212,814"
"Sadek - Cartier panthère","1","","123","","212,653","212,653"
"Hornet La Frappe - Misère","1","","139","","212,648","212,648"
"MMZ - Frero","1","","134","","212,373","212,373"
"Drake - Diplomatic Immunity","1","","135","","212,178","212,178"
"Sneazzy - Ouais mec - Remix","2","","191","","107,458","212,129"
"Lacrim - Tout le monde veut des lovés","6","","70","","50,737","211,850"
"Lartiste - Grandestino","1","","161","","211,805","211,805"
"Djadja & Dinaz - Ballon d'or","1","","179","","211,636","211,636"
"Alonzo - Comme avant","2","","88","","128,900","211,570"
"Naps - Drogua","1","","151","","211,465","211,465"
"MMZ - Payday","1","","135","","211,365","211,365"
"Caballero & JeanJass - A2","1","","154","","211,218","211,218"
"PLK - Platinum","1","","163","","211,053","211,053"
"John Legend - All of Me (Tiësto's Birthday Treatment Remix)","5","","45","","57,560","211,013"
"XXXTENTACION - SMASH!","1","","160","","210,929","210,929"
"Hayce Lemsi - Electron libérable","1","","158","","210,682","210,682"
"SAYGRACE - You Don't Own Me","3","","188","","73,195","210,337"
"Mac Miller - Self Care","1","","164","","210,323","210,323"
"XXXTENTACION - before I close my eyes","1","","163","","210,132","210,132"
"Justin Bieber - Purpose","3","","115","","80,086","210,108"
"Boulevard des Airs - Emmène-moi","6","","149","","43,304","209,534"
"Benjamin Clementine - Condolence","6","","116","","40,854","209,479"
"Sofiane - Cordelette","1","","110","","209,356","209,356"
"Eminem - Revival (Interlude)","1","","146","","209,294","209,294"
"Niro - Jamais","1","","165","","209,193","209,193"
"S-Crew - Félins","2","","90","","130,908","209,048"
"Guizmo - Pardon","1","","166","","209,001","209,001"
"Migos - Notice Me","1","","134","","208,982","208,982"
"Dosseh - Solo","2","","136","","106,246","208,960"
"Moha La Squale - 24 Solo","1","","151","","208,710","208,710"
"Gradur - Flex","1","","69","","208,495","208,495"
"Djadja & Dinaz - Tu veux les billets","1","","117","","208,258","208,258"
"Migos - Supastars","1","","135","","208,130","208,130"
"Justin Timberlake - Filthy","1","","144","","207,599","207,599"
"Elams - Jungle","1","","182","","207,381","207,381"
"Naps - 9 milli","1","","155","","207,155","207,155"
"Daft Punk - Motherboard","4","","18","","88,566","206,814"
"Caballero & JeanJass - Toujours les mêmes","1","","156","","206,261","206,261"
"Trippie Redd - Taking A Walk","1","","160","","206,026","206,026"
"Gwen Stefani - Baby Don't Lie","6","","84","","43,104","205,902"
"Niro - Mens Rea","1","","168","","205,805","205,805"
"Ed Sheeran - Save Myself","1","","106","","205,768","205,768"
"YL - La cause de mon père","1","","163","","205,315","205,315"
"Eminem - Framed","1","","150","","204,906","204,906"
"Roméo Elvis - Nappeux","1","","149","","204,563","204,563"
"BRVMSOO - Danse","1","","182","","204,308","204,308"
"Ninho - Soleil","2","","127","","125,876","204,214"
"Eddy de Pretto - Quartier des lunes","1","","157","","203,502","203,502"
"Ariana Grande - everytime","1","","158","","203,414","203,414"
"Sadek - Sanz","1","","130","","203,378","203,378"
"Rohff - Broly","1","","149","","202,855","202,855"
"Migos - Gang Gang","1","","143","","202,773","202,773"
"Caballero & JeanJass - Clonez-moi","1","","160","","202,724","202,724"
"Niro - On s'refait","1","","171","","202,619","202,619"
"Part-Time Friends - Summertime Burns","7","","166","","45,120","202,247"
"Caballero & JeanJass - Bae","1","","161","","201,666","201,666"
"K'NAAN - Wavin' Flag - Coca-Cola® Celebration Mix","1","","178","","201,179","201,179"
"Caballero & JeanJass - Californie","1","","163","","200,897","200,897"
"Kendrick Lamar - GOD.","1","","102","","200,671","200,671"
"Gradur - Ken","1","","80","","200,582","200,582"
"Woodkid - I Love You","6","","20","","40,434","200,479"
"Pharrell Williams - Hunter","3","","15","","91,084","200,236"
"Post Malone - Ball For Me","1","","173","","200,033","200,033"
"M. Pokora - Mieux que nous","7","","143","","38,921","199,953"
"Drake - Jorja Interlude","1","","121","","199,943","199,943"
"Post Malone - Over Now","1","","174","","199,909","199,909"
"Jul - La zone","1","","117","","199,555","199,555"
"GIMS - PS","1","","181","","199,182","199,182"
